Kanton,Gemeinde,Schweizer,Ausländer,Einbürgerungen,Ja,Nein,Anteil Schweizer,Anteil Ausl,Anteil Ja,Anteil Nein,Einwohner,Quantile
BE,Tavannes,2824,698,7,605,586,0.8018171493,0.1981828507,0.5079764903,0.4920235097,3522,75% - 90%
BL,Tecknau,607,249,7,151,96,0.7091121495,0.2908878505,0.6113360324,0.3886639676,856,25% - 50%
AG,Tegerfelden,938,133,1,264,166,0.8758169935,0.1241830065,0.6139534884,0.3860465116,1071,25% - 50%
TI,Tenero-Contra,1987,673,17,557,315,0.7469924812,0.2530075188,0.6387614679,0.3612385321,2660,50% - 75%
BL,Tenniken,792,75,3,182,170,0.9134948097,0.08650519031,0.5170454545,0.4829545455,867,25% - 50%
FR,Tentlingen,1127,101,1,337,191,0.917752443,0.082247557,0.6382575758,0.3617424242,1228,25% - 50%
VS,Termen,790,68,3,211,197,0.9207459207,0.07925407925,0.5171568627,0.4828431373,858,25% - 50%
TI,Terre di Pedemonte,2269,297,1,657,453,0.8842556508,0.1157443492,0.5918918919,0.4081081081,2566,50% - 75%
AR,Teufen (AR),5306,669,18,1353,1588,0.8880334728,0.1119665272,0.4600476029,0.5399523971,5975,75% - 90%
AG,Teufenthal (AG),1220,363,5,315,201,0.770688566,0.229311434,0.6104651163,0.3895348837,1583,50% - 75%
BE,Teuffenthal (BE),157,4,1,67,12,0.9751552795,0.0248447205,0.8481012658,0.1518987342,161,0% - 25%
VD,Tévenon,662,82,3,112,182,0.8897849462,0.1102150538,0.380952381,0.619047619,744,25% - 50%
SG,Thal,4968,1383,7,1421,883,0.7822390175,0.2177609825,0.6167534722,0.3832465278,6351,75% - 90%
AG,Thalheim (AG),720,28,0,217,117,0.9625668449,0.03743315508,0.6497005988,0.3502994012,748,25% - 50%
ZH,Thalheim an der Thur,807,92,3,261,120,0.8976640712,0.1023359288,0.6850393701,0.3149606299,899,25% - 50%
ZH,Thalwil,12800,4540,90,2810,3834,0.738177624,0.261822376,0.4229379892,0.5770620108,17340,90% - 99%
SH,Thayngen,4069,965,10,1658,837,0.808303536,0.191696464,0.6645290581,0.3354709419,5034,75% - 90%
BL,Therwil,8279,1505,18,1820,1918,0.8461774325,0.1538225675,0.4868913858,0.5131086142,9784,90% - 99%
BE,Thierachern,2261,89,3,648,370,0.9621276596,0.03787234043,0.6365422397,0.3634577603,2350,50% - 75%
GE,Thônex,9086,4501,86,1855,2339,0.6687274601,0.3312725399,0.4422985217,0.5577014783,13587,90% - 99%
BE,Thörigen,979,44,1,302,136,0.9569892473,0.04301075269,0.6894977169,0.3105022831,1023,25% - 50%
BE,Thun,37499,5236,105,8789,8254,0.8774774775,0.1225225225,0.5156955935,0.4843044065,42735,99% - 100%
TG,Thundorf,1248,81,3,328,202,0.9390519187,0.06094808126,0.6188679245,0.3811320755,1329,25% - 50%
BE,Thunstetten,2590,496,18,709,368,0.8392741413,0.1607258587,0.6583101207,0.3416898793,3086,50% - 75%
BL,Thürnen,1118,235,6,326,173,0.8263118995,0.1736881005,0.6533066132,0.3466933868,1353,50% - 75%
GR,Thusis,2069,868,9,421,405,0.7044603337,0.2955396663,0.50968523,0.49031477,2937,50% - 75%
GR,Tiefencastel,195,61,0,39,38,0.76171875,0.23828125,0.5064935065,0.4935064935,256,0% - 25%
GR,Tinizong-Rona,256,77,0,40,85,0.7687687688,0.2312312312,0.32,0.68,333,0% - 25%
BL,Titterten,388,24,0,107,109,0.9417475728,0.05825242718,0.4953703704,0.5046296296,412,0% - 25%
TG,Tobel-Tägerschen,1237,184,7,374,149,0.8705137227,0.1294862773,0.7151051625,0.2848948375,1421,50% - 75%
BE,Toffen,2291,208,7,619,478,0.9167667067,0.08323329332,0.5642661805,0.4357338195,2499,50% - 75%
VD,Tolochenaz,1228,478,5,237,340,0.7198124267,0.2801875733,0.410745234,0.589254766,1706,50% - 75%
GR,Tomils,685,40,0,148,164,0.9448275862,0.05517241379,0.4743589744,0.5256410256,725,25% - 50%
VS,Törbel,475,9,0,162,65,0.9814049587,0.01859504132,0.7136563877,0.2863436123,484,0% - 25%
FR,Torny,772,79,0,158,145,0.9071680376,0.0928319624,0.5214521452,0.4785478548,851,25% - 50%
TI,Torricella-Taverne,2187,884,11,794,247,0.7121458808,0.2878541192,0.762728146,0.237271854,3071,50% - 75%
BE,Trachselwald,958,37,1,275,115,0.9628140704,0.03718592965,0.7051282051,0.2948717949,995,25% - 50%
BE,Tramelan,3801,534,8,940,970,0.876816609,0.123183391,0.4921465969,0.5078534031,4335,75% - 90%
SH,Trasadingen,464,119,0,182,82,0.7958833619,0.2041166381,0.6893939394,0.3106060606,583,0% - 25%
BE,Treiten,401,24,1,116,78,0.9435294118,0.05647058824,0.5979381443,0.4020618557,425,0% - 25%
VD,Trélex,1029,371,3,166,355,0.735,0.265,0.3186180422,0.6813819578,1400,50% - 75%
VD,Trey,229,22,3,57,61,0.9123505976,0.08764940239,0.4830508475,0.5169491525,251,0% - 25%
VD,Treycovagnes,420,53,0,89,128,0.88794926,0.11205074,0.4101382488,0.5898617512,473,0% - 25%
VD,Treytorrens (Payerne),113,6,0,29,27,0.9495798319,0.05042016807,0.5178571429,0.4821428571,119,0% - 25%
FR,Treyvaux,1294,145,1,285,314,0.8992355803,0.1007644197,0.4757929883,0.5242070117,1439,50% - 75%
LU,Triengen,3405,1011,10,969,617,0.7710597826,0.2289402174,0.6109709962,0.3890290038,4416,75% - 90%
VS,Trient,131,13,0,39,43,0.9097222222,0.09027777778,0.4756097561,0.5243902439,144,0% - 25%
SO,Trimbach,4117,2192,44,901,804,0.6525598352,0.3474401648,0.5284457478,0.4715542522,6309,75% - 90%
GR,Trimmis,2840,260,7,664,549,0.9161290323,0.08387096774,0.5474031327,0.4525968673,3100,50% - 75%
GR,Trin,1057,194,1,209,314,0.8449240608,0.1550759392,0.3996175908,0.6003824092,1251,25% - 50%
AR,Trogen,1525,154,6,288,506,0.9082787373,0.09172126266,0.362720403,0.637279597,1679,50% - 75%
GE,Troinex,1809,427,9,311,620,0.8090339893,0.1909660107,0.3340494092,0.6659505908,2236,50% - 75%
VS,Troistorrents,3780,476,10,1056,827,0.8881578947,0.1118421053,0.5608072225,0.4391927775,4256,75% - 90%
BE,Trub,1335,24,1,386,139,0.9823399558,0.01766004415,0.7352380952,0.2647619048,1359,50% - 75%
BE,Trubschachen,1284,135,1,307,225,0.9048625793,0.09513742072,0.5770676692,0.4229323308,1419,50% - 75%
ZH,Trüllikon,921,67,1,296,155,0.9321862348,0.06781376518,0.6563192905,0.3436807095,988,25% - 50%
GR,Trun,1147,74,0,194,241,0.9393939394,0.06060606061,0.4459770115,0.5540229885,1221,25% - 50%
ZH,Truttikon,439,25,6,157,87,0.9461206897,0.05387931034,0.643442623,0.356557377,464,0% - 25%
GR,Tschappina,130,7,0,22,38,0.9489051095,0.05109489051,0.3666666667,0.6333333333,137,0% - 25%
GR,Tschiertschen-Praden,282,29,0,54,59,0.9067524116,0.09324758842,0.4778761062,0.5221238938,311,0% - 25%
BE,Tschugg,374,85,0,78,99,0.8148148148,0.1851851852,0.4406779661,0.5593220339,459,0% - 25%
SG,Tübach,1134,152,1,263,262,0.8818040435,0.1181959565,0.500952381,0.499047619,1286,25% - 50%
SZ,Tuggen,2575,428,6,859,329,0.8574758575,0.1425241425,0.7230639731,0.2769360269,3003,50% - 75%
GR,Tujetsch,1222,320,1,259,255,0.7924773022,0.2075226978,0.5038910506,0.4961089494,1542,50% - 75%
ZH,Turbenthal,3504,797,7,1012,556,0.8146942571,0.1853057429,0.6454081633,0.3545918367,4301,75% - 90%
AG,Turgi,1826,1111,17,351,412,0.6217228464,0.3782771536,0.4600262123,0.5399737877,2937,50% - 75%
VS,Turtmann-Unterems,1002,119,1,320,226,0.8938447814,0.1061552186,0.5860805861,0.4139194139,1121,25% - 50%
BE,Twann-Tüscherz,998,97,1,260,285,0.9114155251,0.08858447489,0.4770642202,0.5229357798,1095,25% - 50%
LU,Udligenswil,1974,222,6,556,446,0.8989071038,0.1010928962,0.5548902196,0.4451097804,2196,50% - 75%
FR,Ueberstorf,2316,79,1,564,398,0.9670146138,0.03298538622,0.5862785863,0.4137214137,2395,50% - 75%
BE,Uebeschi,659,9,0,211,66,0.9865269461,0.01347305389,0.761732852,0.238267148,668,25% - 50%
AG,Ueken,732,110,8,186,118,0.8693586698,0.1306413302,0.6118421053,0.3881578947,842,25% - 50%
AG,Uerkheim,1224,99,2,373,156,0.925170068,0.07482993197,0.7051039698,0.2948960302,1323,25% - 50%
TG,Uesslingen-Buch,1002,67,0,307,175,0.9373246024,0.06267539757,0.6369294606,0.3630705394,1069,25% - 50%
BE,Uetendorf,5591,341,6,1600,993,0.9425151719,0.05748482805,0.6170458928,0.3829541072,5932,75% - 90%
ZH,Uetikon am See,4876,1055,12,1134,1396,0.8221210588,0.1778789412,0.4482213439,0.5517786561,5931,75% - 90%
AG,Uezwil,391,37,0,136,66,0.9135514019,0.08644859813,0.6732673267,0.3267326733,428,0% - 25%
LU,Ufhusen,811,36,0,265,98,0.9574970484,0.04250295159,0.7300275482,0.2699724518,847,25% - 50%
ZH,Uitikon,3391,556,22,878,1004,0.8591335191,0.1408664809,0.4665249734,0.5334750266,3947,75% - 90%
FR,Ulmiz,391,12,0,113,64,0.9702233251,0.02977667494,0.6384180791,0.3615819209,403,0% - 25%
ZG,Unterägeri,6305,1975,33,1810,1383,0.76147343,0.23852657,0.5668650172,0.4331349828,8280,90% - 99%
VS,Unterbäch,394,15,1,71,104,0.9633251834,0.03667481663,0.4057142857,0.5942857143,409,0% - 25%
SG,Untereggen,982,57,1,263,181,0.9451395573,0.05486044273,0.5923423423,0.4076576577,1039,25% - 50%
ZH,Unterengstringen,2624,774,16,802,565,0.7722189523,0.2277810477,0.5866861741,0.4133138259,3398,75% - 90%
AG,Unterentfelden,3021,983,14,729,675,0.7544955045,0.2455044955,0.5192307692,0.4807692308,4004,75% - 90%
SZ,Unteriberg,2187,137,3,961,135,0.9410499139,0.05895008606,0.8768248175,0.1231751825,2324,50% - 75%
AG,Unterkulm,2074,774,5,634,336,0.7282303371,0.2717696629,0.6536082474,0.3463917526,2848,50% - 75%
BE,Unterlangenegg,911,16,0,254,95,0.9827400216,0.01725997843,0.7277936963,0.2722063037,927,25% - 50%
AG,Unterlunkhofen,1158,119,3,340,227,0.9068128426,0.0931871574,0.5996472663,0.4003527337,1277,25% - 50%
SO,Unterramsern,202,11,0,52,48,0.9483568075,0.05164319249,0.52,0.48,213,0% - 25%
UR,Unterschächen,682,17,0,241,43,0.9756795422,0.0243204578,0.8485915493,0.1514084507,699,25% - 50%
BE,Unterseen,4734,828,17,1194,1019,0.8511326861,0.1488673139,0.5395390872,0.4604609128,5562,75% - 90%
AG,Untersiggenthal,4987,1889,22,1263,1108,0.7252763234,0.2747236766,0.5326866301,0.4673133699,6876,75% - 90%
ZH,Unterstammheim,796,71,2,218,207,0.9181084198,0.08189158016,0.5129411765,0.4870588235,867,25% - 50%
GR,Untervaz,2144,263,2,433,346,0.8907353552,0.1092646448,0.5558408216,0.4441591784,2407,50% - 75%
ZH,Urdorf,7414,2057,40,1822,1529,0.7828106852,0.2171893148,0.543718293,0.456281707,9471,90% - 99%
GR,Urmein,112,4,0,34,37,0.9655172414,0.03448275862,0.4788732394,0.5211267606,116,0% - 25%
AR,Urnäsch,1994,247,3,587,308,0.8897813476,0.1102186524,0.6558659218,0.3441340782,2241,50% - 75%
BE,Ursenbach,869,28,0,225,108,0.9687848384,0.03121516165,0.6756756757,0.3243243243,897,25% - 50%
VD,Ursins,191,14,0,39,54,0.9317073171,0.06829268293,0.4193548387,0.5806451613,205,0% - 25%
FR,Ursy,2231,333,2,482,393,0.870124805,0.129875195,0.5508571429,0.4491428571,2564,50% - 75%
BE,Urtenen-Schönbühl,4925,965,20,1117,987,0.8361629881,0.1638370119,0.5308935361,0.4691064639,5890,75% - 90%
ZH,Uster,25576,7172,162,5565,6652,0.7809942592,0.2190057408,0.45551281,0.54448719,32748,99% - 100%
BE,Uttigen,1814,84,0,509,360,0.9557428872,0.04425711275,0.585730725,0.414269275,1898,50% - 75%
TG,Uttwil,1483,279,2,405,294,0.8416572077,0.1583427923,0.5793991416,0.4206008584,1762,50% - 75%
BE,Utzenstorf,3829,327,1,956,795,0.9213185756,0.07868142445,0.5459737293,0.4540262707,4156,75% - 90%
SG,Uznach,4442,1556,74,1092,835,0.7405801934,0.2594198066,0.5666839647,0.4333160353,5998,75% - 90%
SG,Uzwil,9217,3509,48,2319,1695,0.7242652837,0.2757347163,0.5777279522,0.4222720478,12726,90% - 99%
TI,Vacallo,2337,775,27,852,384,0.7509640103,0.2490359897,0.6893203883,0.3106796117,3112,50% - 75%
GR,Val Müstair,1441,104,2,282,282,0.9326860841,0.06731391586,0.5,0.5,1545,50% - 75%
JU,Val Terbi,2420,192,3,406,552,0.9264931087,0.07350689127,0.4237995825,0.5762004175,2612,50% - 75%
VS,Val-d'Illiez,1507,295,2,472,306,0.8362930078,0.1637069922,0.6066838046,0.3933161954,1802,50% - 75%
FR,Val-de-Charmey,1972,323,3,518,419,0.8592592593,0.1407407407,0.552828175,0.447171825,2295,50% - 75%
NE,Val-de-Ruz,13919,2242,50,2612,3564,0.861270961,0.138729039,0.4229274611,0.5770725389,16161,90% - 99%
NE,Val-de-Travers,8853,1994,34,1866,1833,0.8161703697,0.1838296303,0.504460665,0.495539335,10847,90% - 99%
NE,Valangin,329,115,0,71,114,0.740990991,0.259009009,0.3837837838,0.6162162162,444,0% - 25%
VD,Valbroye,2250,526,4,529,491,0.810518732,0.189481268,0.518627451,0.481372549,2776,50% - 75%
VD,Valeyres-sous-Montagny,569,96,3,99,153,0.8556390977,0.1443609023,0.3928571429,0.6071428571,665,25% - 50%
VD,Valeyres-sous-Rances,458,104,0,101,134,0.8149466192,0.1850533808,0.429787234,0.570212766,562,0% - 25%
VD,Valeyres-sous-Ursins,216,22,0,64,60,0.9075630252,0.09243697479,0.5161290323,0.4838709677,238,0% - 25%
FR,Vallon,316,35,0,70,60,0.9002849003,0.09971509972,0.5384615385,0.4615384615,351,0% - 25%
VD,Vallorbe,2526,885,10,528,583,0.7405452946,0.2594547054,0.4752475248,0.5247524752,3411,75% - 90%
GR,Vals,856,130,1,118,197,0.8681541582,0.1318458418,0.3746031746,0.6253968254,986,25% - 50%
GR,Valsot,834,80,2,101,151,0.9124726477,0.0875273523,0.4007936508,0.5992063492,914,25% - 50%
GE,Vandoeuvres,1789,789,13,337,598,0.6939487975,0.3060512025,0.3604278075,0.6395721925,2578,50% - 75%
VS,Varen,570,44,1,148,139,0.9283387622,0.07166123779,0.5156794425,0.4843205575,614,25% - 50%
VD,Vaulion,418,38,6,98,117,0.9166666667,0.08333333333,0.4558139535,0.5441860465,456,0% - 25%
FR,Vaulruz,903,91,0,215,179,0.9084507042,0.09154929577,0.5456852792,0.4543147208,994,25% - 50%
NE,Vaumarcus,227,44,0,35,87,0.8376383764,0.1623616236,0.2868852459,0.7131147541,271,0% - 25%
VD,Vaux-sur-Morges,150,21,0,24,66,0.8771929825,0.1228070175,0.2666666667,0.7333333333,171,0% - 25%
GR,Vaz/Obervaz,2117,500,4,461,469,0.8089415361,0.1910584639,0.4956989247,0.5043010753,2617,50% - 75%
BE,Vechigen,4483,326,8,1185,1236,0.9322104388,0.06778956124,0.4894671623,0.5105328377,4809,75% - 90%
JU,Vellerat,62,9,0,24,17,0.8732394366,0.1267605634,0.5853658537,0.4146341463,71,0% - 25%
AG,Veltheim (AG),1192,223,1,302,202,0.8424028269,0.1575971731,0.5992063492,0.4007936508,1415,50% - 75%
JU,Vendlincourt,501,45,2,130,112,0.9175824176,0.08241758242,0.5371900826,0.4628099174,546,0% - 25%
VS,Venthône,1059,149,6,246,360,0.8766556291,0.1233443709,0.4059405941,0.5940594059,1208,25% - 50%
GR,Verdabbio,133,19,0,44,24,0.875,0.125,0.6470588235,0.3529411765,152,0% - 25%
TI,Vergeletto,52,3,0,23,13,0.9454545455,0.05454545455,0.6388888889,0.3611111111,55,0% - 25%
TI,Vernate,456,125,0,161,84,0.7848537005,0.2151462995,0.6571428571,0.3428571429,581,0% - 25%
FR,Vernay,971,97,2,225,195,0.90917603,0.09082397004,0.5357142857,0.4642857143,1068,25% - 50%
VS,Vernayaz,1358,481,6,309,372,0.738444807,0.261555193,0.4537444934,0.5462555066,1839,50% - 75%
GE,Vernier,18730,15014,242,3739,3872,0.5550616406,0.4449383594,0.4912626462,0.5087373538,33744,99% - 100%
VS,Vérossaz,623,39,2,140,182,0.9410876133,0.05891238671,0.4347826087,0.5652173913,662,25% - 50%
GE,Versoix,7461,5418,83,1324,1928,0.5793151642,0.4206848358,0.4071340713,0.5928659287,12879,90% - 99%
VS,Vétroz,3909,1281,54,1001,1005,0.7531791908,0.2468208092,0.499002991,0.500997009,5190,75% - 90%
VD,Vevey,10678,7916,161,1603,2954,0.5742712703,0.4257287297,0.3517665131,0.6482334869,18594,90% - 99%
VS,Vex,1416,226,3,342,400,0.862362972,0.137637028,0.460916442,0.539083558,1642,50% - 75%
VS,Veyras,1470,266,7,362,434,0.8467741935,0.1532258065,0.4547738693,0.5452261307,1736,50% - 75%
GE,Veyrier,7586,2629,17,1376,2489,0.7426333823,0.2573666177,0.3560155239,0.6439844761,10215,90% - 99%
VS,Veysonnaz,491,77,1,63,141,0.8644366197,0.1355633803,0.3088235294,0.6911764706,568,0% - 25%
VD,Veytaux,578,250,2,102,160,0.6980676329,0.3019323671,0.3893129771,0.6106870229,828,25% - 50%
TI,Vezia,1451,481,18,473,228,0.7510351967,0.2489648033,0.6747503566,0.3252496434,1932,50% - 75%
VD,Vich,540,203,3,158,123,0.7267833109,0.2732166891,0.5622775801,0.4377224199,743,25% - 50%
TI,Vico Morcote,209,161,1,80,34,0.5648648649,0.4351351351,0.701754386,0.298245614,370,0% - 25%
FR,Villarepos,524,52,0,139,90,0.9097222222,0.09027777778,0.6069868996,0.3930131004,576,0% - 25%
VD,Villars-Epeney,72,7,0,23,23,0.9113924051,0.08860759494,0.5,0.5,79,0% - 25%
VD,Villars-le-Comte,144,10,4,41,26,0.9350649351,0.06493506494,0.6119402985,0.3880597015,154,0% - 25%
VD,Villars-le-Terroir,742,88,2,197,200,0.8939759036,0.1060240964,0.4962216625,0.5037783375,830,25% - 50%
VD,Villars-Sainte-Croix,498,160,3,135,138,0.7568389058,0.2431610942,0.4945054945,0.5054945055,658,25% - 50%
VD,Villars-sous-Yens,474,79,0,82,177,0.8571428571,0.1428571429,0.3166023166,0.6833976834,553,0% - 25%
FR,Villars-sur-Glâne,8115,3860,56,1281,2452,0.6776617954,0.3223382046,0.3431556389,0.6568443611,11975,90% - 99%
FR,Villarsel-sur-Marly,67,17,0,12,33,0.7976190476,0.2023809524,0.2666666667,0.7333333333,84,0% - 25%
VD,Villarzel,351,47,0,96,76,0.8819095477,0.1180904523,0.5581395349,0.4418604651,398,0% - 25%
FR,Villaz-Saint-Pierre,921,180,0,205,229,0.8365122616,0.1634877384,0.4723502304,0.5276497696,1101,25% - 50%
FR,Villeneuve (FR),294,53,0,73,70,0.8472622478,0.1527377522,0.5104895105,0.4895104895,347,0% - 25%
VD,Villeneuve (VD),3096,1961,47,647,672,0.6122206842,0.3877793158,0.4905231236,0.5094768764,5057,75% - 90%
BE,Villeret,795,104,3,163,159,0.8843159066,0.1156840934,0.5062111801,0.4937888199,899,25% - 50%
AG,Villigen,1536,492,5,441,328,0.7573964497,0.2426035503,0.5734720416,0.4265279584,2028,50% - 75%
AG,Villmergen,4798,1650,29,1439,650,0.7441066998,0.2558933002,0.688846338,0.311153662,6448,75% - 90%
AG,Villnachern,1340,189,2,331,297,0.8763897973,0.1236102027,0.5270700637,0.4729299363,1529,50% - 75%
FR,Villorsonnens,1196,114,2,330,178,0.9129770992,0.08702290076,0.6496062992,0.3503937008,1310,25% - 50%
SG,Vilters-Wangs,3827,661,13,1069,665,0.8527183601,0.1472816399,0.6164936563,0.3835063437,4488,75% - 90%
BE,Vinelz,751,74,0,187,184,0.9103030303,0.0896969697,0.5040431267,0.4959568733,825,25% - 50%
VD,Vinzel,269,72,1,34,91,0.788856305,0.211143695,0.272,0.728,341,0% - 25%
VS,Vionnaz,1931,379,4,423,470,0.8359307359,0.1640692641,0.4736842105,0.5263157895,2310,50% - 75%
VS,Visp,5724,1557,73,1439,1259,0.7861557478,0.2138442522,0.533358043,0.466641957,7281,90% - 99%
VS,Visperterminen,1360,41,0,265,385,0.9707351892,0.02926481085,0.4076923077,0.5923076923,1401,50% - 75%
LU,Vitznau,956,250,2,303,219,0.7927031509,0.2072968491,0.5804597701,0.4195402299,1206,25% - 50%
TI,Vogorno,259,17,1,70,32,0.9384057971,0.0615942029,0.6862745098,0.3137254902,276,0% - 25%
ZH,Volken,271,39,0,73,54,0.8741935484,0.1258064516,0.5748031496,0.4251968504,310,0% - 25%
ZH,Volketswil,13498,4270,102,3507,2419,0.7596803242,0.2403196758,0.5917988525,0.4082011475,17768,90% - 99%
VS,Vollèges,1569,171,2,288,457,0.9017241379,0.09827586207,0.3865771812,0.6134228188,1740,50% - 75%
AG,Vordemwald,1698,72,0,464,285,0.9593220339,0.0406779661,0.6194926569,0.3805073431,1770,50% - 75%
SZ,Vorderthal,928,86,1,374,64,0.9151873767,0.08481262327,0.8538812785,0.1461187215,1014,25% - 50%
VS,Vouvry,2864,979,65,630,590,0.7452511059,0.2547488941,0.5163934426,0.4836065574,3843,75% - 90%
FR,Vuadens,1849,304,1,445,365,0.8588016721,0.1411983279,0.549382716,0.450617284,2153,50% - 75%
VD,Vuarrens,742,102,4,121,170,0.8791469194,0.1208530806,0.4158075601,0.5841924399,844,25% - 50%
VD,Vucherens,453,65,0,115,113,0.8745173745,0.1254826255,0.5043859649,0.4956140351,518,0% - 25%
VD,Vufflens-la-Ville,1015,168,9,218,328,0.8579881657,0.1420118343,0.3992673993,0.6007326007,1183,25% - 50%
VD,Vufflens-le-Château,646,152,2,160,213,0.8095238095,0.1904761905,0.4289544236,0.5710455764,798,25% - 50%
VD,Vugelles-La Mothe,109,9,0,27,19,0.9237288136,0.07627118644,0.5869565217,0.4130434783,118,0% - 25%
FR,Vuissens,192,36,1,52,33,0.8421052632,0.1578947368,0.6117647059,0.3882352941,228,0% - 25%
FR,Vuisternens-devant-Romont,1985,133,3,458,302,0.9372049103,0.06279508971,0.6026315789,0.3973684211,2118,50% - 75%
FR,Vuisternens-en-Ogoz,730,208,1,152,163,0.7782515991,0.2217484009,0.4825396825,0.5174603175,938,25% - 50%
VD,Vuiteboeuf,428,96,3,98,93,0.8167938931,0.1832061069,0.5130890052,0.4869109948,524,0% - 25%
VD,Vulliens,377,43,0,110,89,0.8976190476,0.1023809524,0.5527638191,0.4472361809,420,0% - 25%
VD,Vullierens,368,61,0,64,142,0.8578088578,0.1421911422,0.3106796117,0.6893203883,429,0% - 25%
VD,Vully-les-Lacs,2257,273,7,501,601,0.8920948617,0.1079051383,0.4546279492,0.5453720508,2530,50% - 75%
BE,Wachseldorn,226,2,0,73,25,0.9912280702,0.008771929825,0.7448979592,0.2551020408,228,0% - 25%
ZH,Wädenswil,16316,4651,121,3792,4156,0.7781752277,0.2218247723,0.4771011575,0.5228988425,20967,90% - 99%
TG,Wagenhausen,1338,320,3,369,214,0.8069963812,0.1930036188,0.6329331046,0.3670668954,1658,50% - 75%
BL,Wahlen,1219,124,0,339,180,0.9076693969,0.09233060313,0.6531791908,0.3468208092,1343,25% - 50%
ZG,Walchwil,2377,1216,7,779,576,0.6615641525,0.3384358475,0.5749077491,0.4250922509,3593,75% - 90%
AR,Wald (AR),766,77,0,171,169,0.9086595492,0.09134045077,0.5029411765,0.4970588235,843,25% - 50%
BE,Wald (BE),1557,88,1,448,324,0.9465045593,0.05349544073,0.5803108808,0.4196891192,1645,50% - 75%
ZH,Wald (ZH),6998,2345,45,1746,1334,0.749009954,0.250990046,0.5668831169,0.4331168831,9343,90% - 99%
BL,Waldenburg,859,332,7,215,129,0.7212426532,0.2787573468,0.625,0.375,1191,25% - 50%
TG,Wäldi,872,129,3,274,114,0.8711288711,0.1288711289,0.706185567,0.293814433,1001,25% - 50%
SG,Waldkirch,3198,241,1,916,443,0.9299214888,0.0700785112,0.6740250184,0.3259749816,3439,75% - 90%
AR,Waldstatt,1560,218,3,459,290,0.8773903262,0.1226096738,0.6128170895,0.3871829105,1778,50% - 75%
SG,Walenstadt,4378,1054,18,1122,799,0.8059646539,0.1940353461,0.5840707965,0.4159292035,5432,75% - 90%
BE,Walkringen,1745,87,2,484,248,0.952510917,0.04748908297,0.6612021858,0.3387978142,1832,50% - 75%
AG,Wallbach,1622,222,4,429,305,0.8796095445,0.1203904555,0.5844686649,0.4155313351,1844,50% - 75%
FR,Wallenried,405,46,0,96,76,0.8980044346,0.1019955654,0.5581395349,0.4418604651,451,0% - 25%
ZH,Wallisellen,10110,4078,140,2386,2361,0.7125740062,0.2874259938,0.502633242,0.497366758,14188,90% - 99%
BE,Walliswil bei Niederbipp,198,20,0,56,30,0.9082568807,0.09174311927,0.6511627907,0.3488372093,218,0% - 25%
BE,Walliswil bei Wangen,557,16,0,166,84,0.9720767888,0.02792321117,0.664,0.336,573,0% - 25%
BE,Walperswil,899,37,1,243,148,0.9604700855,0.03952991453,0.621483376,0.378516624,936,25% - 50%
ZH,Waltalingen,632,43,8,216,124,0.9362962963,0.0637037037,0.6352941176,0.3647058824,675,25% - 50%
GR,Waltensburg/Vuorz,328,21,0,46,85,0.9398280802,0.06017191977,0.3511450382,0.6488549618,349,0% - 25%
AG,Waltenschwil,2259,333,5,592,373,0.8715277778,0.1284722222,0.6134715026,0.3865284974,2592,50% - 75%
