 

stn;time;tre200jx;rre150j0;sremaxdv
WAE;20110204;9.3;0.0;79
WAE;20110205;9.3;0.0;98
WAE;20110206;9.8;0.0;94
WAE;20110207;11.3;0.0;100
WAE;20110208;11.0;0.0;100
WAE;20110209;6.6;0.0;99
WAE;20110210;10.2;0.0;87
WAE;20110211;11.9;0.0;53
WAE;20110212;11.3;0.0;99
WAE;20110213;10.3;0.0;92
WAE;20110214;11.1;0.0;97
WAE;20110215;6.7;0.0;14
WAE;20110216;4.6;0.0;0
WAE;20110217;7.0;0.0;46
WAE;20110218;5.9;0.0;0
WAE;20110219;7.4;0.0;40
WAE;20110220;3.5;10.6;0
WAE;20110221;3.2;3.3;0
WAE;20110222;1.1;0.2;0
WAE;20110223;2.1;0.0;90
WAE;20110224;2.2;1.3;0
WAE;20110225;5.9;2.0;0
WAE;20110226;6.0;0.0;8
WAE;20110227;6.4;3.0;1
WAE;20110228;5.0;0.7;0
WAE;20110301;6.4;0.0;9
WAE;20110302;6.2;0.0;45
WAE;20110303;3.8;0.0;38
WAE;20110304;4.7;0.0;46
WAE;20110305;2.9;0.0;4
WAE;20110306;4.5;0.0;3
WAE;20110307;7.2;0.0;65
WAE;20110308;11.5;0.0;97
WAE;20110309;12.1;0.0;89
WAE;20110310;13.8;0.0;47
WAE;20110311;10.9;0.0;53
WAE;20110312;12.9;0.0;48
WAE;20110313;14.9;0.0;0
WAE;20110314;16.1;0.0;84
WAE;20110315;16.0;0.0;40
WAE;20110316;12.1;0.0;1
WAE;20110317;8.8;5.9;0
WAE;20110318;9.2;0.0;6
WAE;20110319;5.2;7.9;0
WAE;20110320;8.7;0.0;89
WAE;20110321;10.3;0.0;99
WAE;20110322;11.8;0.0;97
WAE;20110323;15.6;0.0;98
WAE;20110324;15.8;0.0;95
WAE;20110325;18.4;0.0;95
WAE;20110326;15.8;0.0;50
WAE;20110327;13.5;0.0;27
WAE;20110328;11.6;2.2;16
WAE;20110329;16.5;0.0;96
WAE;20110330;14.4;0.0;19
WAE;20110331;15.5;3.3;40
WAE;20110401;18.2;0.0;87
WAE;20110402;21.7;0.0;99
WAE;20110403;21.9;0.0;88
WAE;20110404;10.2;11.1;6
WAE;20110405;16.7;0.0;95
WAE;20110406;20.5;0.0;76
WAE;20110407;24.8;0.0;94
WAE;20110408;21.3;0.0;81
WAE;20110409;22.6;0.0;98
WAE;20110410;21.6;0.0;96
WAE;20110411;21.5;0.0;90
WAE;20110412;13.4;4.6;2
WAE;20110413;11.0;0.0;72
WAE;20110414;12.5;0.0;51
WAE;20110415;13.9;0.0;97
WAE;20110416;14.5;0.0;97
WAE;20110417;16.3;0.0;97
WAE;20110418;19.1;0.0;92
WAE;20110419;20.6;0.0;97
WAE;20110420;22.3;0.0;98
WAE;20110421;22.1;0.0;87
WAE;20110422;23.4;0.0;98
WAE;20110423;21.8;0.0;74
WAE;20110424;19.1;0.0;45
WAE;20110425;21.8;0.0;96
WAE;20110426;18.4;0.0;93
WAE;20110427;13.7;6.7;16
WAE;20110428;16.9;0.0;42
WAE;20110429;15.8;0.0;33
WAE;20110430;19.0;0.0;69
WAE;20110501;18.5;0.0;69
WAE;20110502;20.7;0.0;68
WAE;20110503;14.1;4.2;37
WAE;20110504;15.9;0.0;78
WAE;20110505;18.8;0.0;100
WAE;20110506;23.2;0.0;96
WAE;20110507;24.9;0.0;90
WAE;20110508;24.0;0.0;75
WAE;20110509;24.3;0.0;100
WAE;20110510;24.5;0.0;69
WAE;20110511;25.1;4.8;74
WAE;20110512;18.5;11.6;5
WAE;20110513;21.0;0.0;82
WAE;20110514;16.9;14.4;7
WAE;20110515;13.2;7.0;28
WAE;20110516;14.8;0.0;32
WAE;20110517;18.7;0.0;13
WAE;20110518;22.9;0.0;91
WAE;20110519;25.0;1.8;70
WAE;20110520;24.1;0.0;81
WAE;20110521;25.1;0.0;96
WAE;20110522;24.5;0.1;65
WAE;20110523;23.0;0.0;71
WAE;20110524;26.1;0.0;78
WAE;20110525;23.9;0.0;97
WAE;20110526;27.1;17.8;46
WAE;20110527;13.1;10.5;0
WAE;20110528;18.4;0.0;75
WAE;20110529;23.5;0.0;97
WAE;20110530;26.6;0.0;92
WAE;20110531;20.9;12.2;26
WAE;20110601;12.8;0.5;0
WAE;20110602;17.7;0.0;0
WAE;20110603;20.5;0.0;0
WAE;20110604;23.9;0.0;56
WAE;20110605;25.9;0.6;79
WAE;20110606;21.3;0.2;39
WAE;20110607;23.1;0.0;45
WAE;20110608;16.1;0.6;0
WAE;20110609;14.7;1.3;1
WAE;20110610;20.2;0.0;60
WAE;20110611;15.1;2.8;0
WAE;20110612;21.6;0.0;88
WAE;20110613;20.9;0.8;8
WAE;20110614;24.5;0.0;54
WAE;20110615;25.6;0.0;77
WAE;20110616;26.6;12.0;54
WAE;20110617;23.8;0.1;58
WAE;20110618;16.5;15.2;6
WAE;20110619;17.7;0.5;50
WAE;20110620;24.0;0.0;40
WAE;20110621;27.9;0.0;62
WAE;20110622;25.1;18.3;28
WAE;20110623;16.6;0.3;11
WAE;20110624;18.2;0.2;9
WAE;20110625;20.6;0.0;20
WAE;20110626;28.0;0.0;100
WAE;20110627;30.7;0.0;91
WAE;20110628;31.3;0.0;89
WAE;20110629;22.7;3.6;8
WAE;20110630;18.2;0.3;12
WAE;20110701;20.4;0.0;24
WAE;20110702;20.5;0.0;89
WAE;20110703;22.8;0.0;95
WAE;20110704;25.6;0.0;95
WAE;20110705;27.1;0.0;94
WAE;20110706;27.3;0.0;76
WAE;20110707;26.7;7.0;55
WAE;20110708;23.2;0.5;65
WAE;20110709;26.3;1.0;25
WAE;20110710;23.8;5.2;55
WAE;20110711;26.0;0.0;69
WAE;20110712;31.0;0.0;72
WAE;20110713;20.5;24.0;2
WAE;20110714;17.7;0.0;6
WAE;20110715;20.0;0.0;81
WAE;20110716;24.0;0.0;91
WAE;20110717;19.9;15.5;14
WAE;20110718;18.8;0.0;17
WAE;20110719;20.1;9.4;9
WAE;20110720;16.9;2.6;8
WAE;20110721;19.2;2.1;14
WAE;20110722;18.5;5.6;10
WAE;20110723;17.2;3.3;14
WAE;20110724;16.6;0.0;21
WAE;20110725;19.2;0.0;68
WAE;20110726;22.0;0.0;38
WAE;20110727;23.2;0.4;32
WAE;20110728;20.8;0.0;23
WAE;20110729;23.1;0.1;49
WAE;20110730;20.6;0.2;13
WAE;20110731;21.6;0.0;56
WAE;20110801;23.1;0.0;58
WAE;20110802;27.4;0.0;94
WAE;20110803;21.1;2.0;6
WAE;20110804;25.2;0.0;60
WAE;20110805;24.7;0.1;25
WAE;20110806;26.4;1.1;56
WAE;20110807;21.3;9.0;16
WAE;20110808;21.9;0.0;39
WAE;20110809;18.3;6.0;31
WAE;20110810;19.7;0.1;72
WAE;20110811;23.6;0.0;84
WAE;20110812;26.1;0.0;72
WAE;20110813;24.4;0.0;76
WAE;20110814;27.5;0.0;62
WAE;20110815;21.3;1.3;16
WAE;20110816;24.7;0.0;66
WAE;20110817;27.5;0.0;93
WAE;20110818;29.1;0.0;72
WAE;20110819;29.9;0.0;89
WAE;20110820;29.3;0.0;97
WAE;20110821;30.3;0.0;95
WAE;20110822;32.5;0.0;95
WAE;20110823;31.7;0.0;92
WAE;20110824;30.5;0.9;70
WAE;20110825;26.3;0.0;60
WAE;20110826;32.3;0.0;91
WAE;20110827;17.4;1.4;17
WAE;20110828;21.2;0.0;100
WAE;20110829;19.6;0.0;37
WAE;20110830;21.3;0.0;88
WAE;20110831;23.4;0.0;83
WAE;20110901;23.5;2.9;43
WAE;20110902;26.1;3.3;64
WAE;20110903;28.2;0.0;83
WAE;20110904;21.9;15.5;3
WAE;20110905;18.1;8.4;12
WAE;20110906;21.5;0.0;97
WAE;20110907;21.3;0.0;12
WAE;20110908;22.8;0.1;32
WAE;20110909;24.6;0.0;76
WAE;20110910;27.4;0.0;99
WAE;20110911;27.1;2.9;80
WAE;20110912;23.2;0.0;83
WAE;20110913;24.7;0.0;92
WAE;20110914;17.2;13.6;0
WAE;20110915;20.1;0.0;53
WAE;20110916;23.6;0.0;75
WAE;20110917;21.7;0.0;27
WAE;20110918;14.6;6.4;0
WAE;20110919;11.5;2.4;0
WAE;20110920;16.5;0.0;73
WAE;20110921;18.9;0.0;97
WAE;20110922;22.3;0.0;83
WAE;20110923;20.0;0.0;61
WAE;20110924;21.1;0.0;66
WAE;20110925;22.5;0.0;85
WAE;20110926;22.5;0.0;97
WAE;20110927;22.8;0.0;85
WAE;20110928;22.2;0.0;74
WAE;20110929;19.3;0.0;42
WAE;20110930;19.9;0.0;59
WAE;20111001;20.2;0.0;73
WAE;20111002;20.1;0.0;87
WAE;20111003;21.5;0.0;95
WAE;20111004;21.6;0.0;97
WAE;20111005;19.3;0.0;39
WAE;20111006;21.3;0.2;70
WAE;20111007;10.2;3.8;13
WAE;20111008;7.4;18.0;0
WAE;20111009;10.6;5.3;51
WAE;20111010;13.8;8.2;15
WAE;20111011;17.8;0.0;55
WAE;20111012;15.6;0.0;17
WAE;20111013;14.6;0.9;20
WAE;20111014;13.1;0.0;28
WAE;20111015;8.2;0.0;0
WAE;20111016;9.8;0.0;0
WAE;20111017;12.3;0.0;60
WAE;20111018;15.8;0.0;100
WAE;20111019;12.4;12.6;0
WAE;20111020;7.7;5.4;28
WAE;20111021;8.8;0.0;43
WAE;20111022;7.9;0.0;53
WAE;20111023;9.6;0.0;53
WAE;20111024;13.9;0.0;84
WAE;20111025;11.1;0.0;2
WAE;20111026;13.6;0.0;47
WAE;20111027;11.1;0.0;36
WAE;20111028;11.7;0.0;50
WAE;20111029;12.5;0.0;67
WAE;20111030;14.5;0.0;53
WAE;20111031;9.3;0.0;0
WAE;20111101;10.2;0.0;0
WAE;20111102;12.4;0.0;83
WAE;20111103;10.8;0.0;19
WAE;20111104;12.8;0.0;2
WAE;20111105;16.3;0.0;15
WAE;20111106;14.7;0.0;32
WAE;20111107;11.9;0.0;0
WAE;20111108;9.9;0.0;0
WAE;20111109;10.8;0.0;52
WAE;20111110;7.8;0.0;0
WAE;20111111;6.3;0.0;0
WAE;20111112;9.6;0.0;53
WAE;20111113;6.7;0.0;0
WAE;20111114;4.9;0.0;10
WAE;20111115;3.6;0.0;0
WAE;20111116;4.9;0.0;42
WAE;20111117;8.9;0.0;84
WAE;20111118;7.9;0.0;72
WAE;20111119;5.9;0.0;49
WAE;20111120;5.9;0.0;16
WAE;20111121;8.4;0.0;67
WAE;20111122;3.6;0.0;0
WAE;20111123;2.4;0.0;0
WAE;20111124;2.5;0.0;0
WAE;20111125;4.0;0.0;21
WAE;20111126;6.6;0.0;38
WAE;20111127;9.5;0.0;100
WAE;20111128;8.4;0.0;86
WAE;20111129;6.8;0.0;27
WAE;20111130;10.8;0.0;46
WAE;20111201;8.3;0.0;57
WAE;20111202;14.2;0.0;73
WAE;20111203;8.4;0.1;3
WAE;20111204;11.9;0.1;4
WAE;20111205;6.7;6.1;0
WAE;20111206;6.0;1.8;0
WAE;20111207;9.4;2.6;0
WAE;20111208;7.3;0.0;13
WAE;20111209;10.6;0.0;43
WAE;20111210;9.3;0.2;0
WAE;20111211;6.1;0.0;0
WAE;20111212;7.2;12.6;0
WAE;20111213;6.6;1.1;4
WAE;20111214;9.1;6.5;11
WAE;20111215;7.4;0.9;1
WAE;20111216;10.2;14.9;0
WAE;20111217;2.5;2.1;0
WAE;20111218;2.4;2.3;12
WAE;20111219;-0.2;0.7;1
WAE;20111220;2.5;11.0;0
WAE;20111221;2.5;1.7;0
WAE;20111222;3.1;22.1;0
WAE;20111223;5.3;0.0;0
WAE;20111224;5.0;0.5;2
WAE;20111225;3.0;0.0;92
WAE;20111226;4.1;0.0;99
WAE;20111227;0.5;0.0;0
WAE;20111228;0.9;0.0;0
WAE;20111229;4.4;0.2;3
WAE;20111230;3.0;6.3;15
WAE;20111231;2.0;11.7;0
WAE;20120101;8.5;0.0;13
WAE;20120102;10.1;9.6;0
WAE;20120103;6.2;0.0;86
WAE;20120104;6.1;5.9;23
WAE;20120105;8.1;14.4;0
WAE;20120106;2.8;0.2;0
WAE;20120107;3.5;2.1;0
WAE;20120108;5.0;3.0;0
WAE;20120109;5.7;0.0;0
WAE;20120110;6.0;0.3;8
WAE;20120111;2.2;0.0;0
WAE;20120112;1.1;0.0;1
WAE;20120113;3.4;0.4;10
WAE;20120114;2.0;0.0;99
WAE;20120115;1.2;0.0;100
WAE;20120116;-0.4;0.0;99
WAE;20120117;1.4;0.0;99
WAE;20120118;3.0;0.0;99
WAE;20120119;10.3;0.0;0
WAE;20120120;6.0;6.5;3
WAE;20120121;8.9;8.7;5
WAE;20120122;9.3;1.4;29
WAE;20120123;7.4;0.0;0
WAE;20120124;4.1;2.0;9
WAE;20120125;2.0;1.1;0
WAE;20120126;3.8;0.0;0
WAE;20120127;4.0;2.3;0
WAE;20120128;2.7;2.3;0
WAE;20120129;0.7;0.0;0
WAE;20120130;0.3;0.1;0
WAE;20120131;-0.6;0.0;0
WAE;20120201;-4.3;0.0;0
WAE;20120202;-6.7;0.0;1
WAE;20120203;-9.7;0.0;1
WAE;20120204;-9.0;0.0;52
WAE;20120205;-8.7;0.0;64
WAE;20120206;-9.2;0.0;35
WAE;20120207;-9.3;0.0;0
WAE;20120208;-6.7;0.0;14
WAE;20120209;-5.1;0.0;0
WAE;20120210;-6.5;0.0;23
WAE;20120211;-7.7;0.0;0
WAE;20120212;-7.7;0.0;34
WAE;20120213;-5.2;0.0;0
WAE;20120214;0.1;0.0;17
WAE;20120215;2.8;8.8;0
WAE;20120216;3.4;0.0;0
WAE;20120217;5.5;0.0;81
WAE;20120218;5.8;0.0;99
WAE;20120219;3.7;5.7;0
WAE;20120220;2.5;0.0;27
WAE;20120221;1.9;0.0;91
WAE;20120222;3.9;0.0;99
WAE;20120223;6.0;0.0;0
WAE;20120224;12.8;0.0;100
WAE;20120225;7.5;0.0;9
WAE;20120226;5.3;0.1;0
WAE;20120227;7.9;0.0;100
WAE;20120228;10.0;0.0;74
WAE;20120229;13.5;0.0;100
WAE;20120301;12.6;0.0;66
WAE;20120302;16.7;0.0;100
WAE;20120303;15.2;0.0;53
WAE;20120304;9.9;0.0;33
WAE;20120305;5.5;0.2;4
WAE;20120306;7.0;0.0;41
WAE;20120307;9.0;0.0;91
WAE;20120308;5.3;3.0;2
WAE;20120309;7.5;0.0;64
WAE;20120310;9.8;0.0;87
WAE;20120311;7.1;0.0;3
WAE;20120312;12.7;0.0;98
WAE;20120313;14.7;0.0;100
WAE;20120314;14.2;0.0;98
WAE;20120315;17.4;0.0;99
WAE;20120316;19.3;0.0;100
WAE;20120317;17.6;0.0;64
WAE;20120318;13.4;1.2;42
WAE;20120319;4.8;12.3;0
WAE;20120320;11.3;0.0;85
WAE;20120321;15.2;0.0;85
WAE;20120322;17.2;0.0;98
WAE;20120323;17.6;0.0;98
WAE;20120324;17.6;0.0;88
WAE;20120325;17.1;0.0;75
WAE;20120326;18.1;0.0;99
WAE;20120327;17.2;0.0;93
WAE;20120328;18.5;0.0;100
WAE;20120329;18.5;0.0;75
WAE;20120330;15.0;0.4;27
WAE;20120331;17.5;0.0;95
WAE;20120401;12.0;0.0;72
WAE;20120402;16.2;0.0;99
WAE;20120403;17.5;0.5;42
WAE;20120404;12.4;0.1;3
WAE;20120405;10.6;8.4;0
WAE;20120406;11.8;0.0;0
WAE;20120407;10.4;8.3;2
WAE;20120408;4.0;2.2;14
WAE;20120409;9.3;0.0;13
WAE;20120410;19.4;0.0;63
WAE;20120411;6.7;2.8;8
WAE;20120412;10.9;5.5;11
WAE;20120413;9.5;0.1;0
WAE;20120414;9.5;0.8;1
WAE;20120415;7.5;4.5;0
WAE;20120416;6.7;0.6;0
WAE;20120417;10.6;0.0;56
WAE;20120418;9.0;2.6;19
WAE;20120419;12.9;0.0;46
WAE;20120420;10.5;4.3;16
WAE;20120421;14.9;0.0;34
WAE;20120422;12.0;1.1;42
WAE;20120423;13.4;0.0;58
WAE;20120424;11.6;1.9;16
WAE;20120425;16.7;0.0;56
WAE;20120426;22.4;0.0;96
WAE;20120427;23.5;0.0;73
WAE;20120428;28.5;0.0;82
WAE;20120429;24.6;0.0;57
WAE;20120430;22.0;0.0;22
WAE;20120501;18.0;0.0;14
WAE;20120502;18.0;0.0;46
WAE;20120503;18.8;0.0;69
WAE;20120504;22.0;0.0;95
WAE;20120505;15.9;2.2;30
WAE;20120506;13.0;2.0;15
WAE;20120507;16.5;0.0;32
WAE;20120508;20.5;0.0;61
WAE;20120509;19.9;0.4;20
WAE;20120510;26.1;0.0;98
WAE;20120511;28.8;0.0;97
WAE;20120512;17.0;12.0;0
WAE;20120513;14.3;0.0;43
WAE;20120514;16.7;0.0;97
WAE;20120515;17.1;0.0;36
WAE;20120516;10.0;9.6;19
WAE;20120517;16.2;0.0;88
WAE;20120518;17.6;0.5;3
WAE;20120519;22.2;0.0;66
WAE;20120520;22.1;0.0;36
WAE;20120521;19.5;0.8;35
WAE;20120522;19.2;0.0;47
WAE;20120523;19.6;5.4;17
WAE;20120524;24.5;0.0;53
WAE;20120525;23.4;0.0;96
WAE;20120526;23.0;0.0;99
WAE;20120527;22.3;0.0;46
WAE;20120528;23.4;0.0;74
WAE;20120529;23.8;0.0;66
WAE;20120530;25.9;0.0;84
WAE;20120531;23.8;1.5;43
WAE;20120601;18.5;0.0;2
WAE;20120602;25.6;0.0;94
WAE;20120603;22.5;17.3;10
WAE;20120604;16.4;7.4;13
WAE;20120605;16.8;0.0;42
WAE;20120606;18.0;1.3;2
WAE;20120607;24.9;0.8;27
WAE;20120608;16.1;22.1;1
WAE;20120609;18.7;0.5;24
WAE;20120610;17.7;0.4;19
WAE;20120611;18.2;14.0;43
WAE;20120612;12.1;16.7;0
WAE;20120613;16.5;4.3;13
WAE;20120614;20.3;0.0;97
WAE;20120615;27.1;0.0;95
WAE;20120616;29.0;0.0;95
WAE;20120617;25.3;0.0;79
WAE;20120618;29.7;0.4;71
WAE;20120619;26.8;0.0;52
WAE;20120620;22.2;5.1;14
WAE;20120621;26.8;0.0;51
WAE;20120622;21.9;0.0;39
WAE;20120623;23.0;0.0;80
WAE;20120624;25.0;0.0;57
WAE;20120625;18.8;7.5;4
WAE;20120626;19.5;0.3;0
WAE;20120627;25.7;0.0;70
WAE;20120628;28.9;0.0;70
WAE;20120629;31.7;0.0;76
WAE;20120630;30.8;0.0;77
WAE;20120701;20.2;10.7;0
WAE;20120702;20.5;4.0;9
WAE;20120703;20.3;0.3;1
WAE;20120704;23.8;2.3;58
WAE;20120705;25.5;2.1;63
WAE;20120706;20.2;0.1;1
WAE;20120707;24.5;0.0;73
WAE;20120708;23.3;0.3;22
WAE;20120709;23.9;0.0;58
WAE;20120710;24.3;5.9;48
WAE;20120711;20.8;0.0;8
WAE;20120712;18.5;0.0;15
WAE;20120713;22.4;1.0;18
WAE;20120714;22.5;0.0;32
WAE;20120715;18.9;4.1;24
WAE;20120716;20.4;0.0;68
WAE;20120717;24.2;0.0;95
WAE;20120718;28.2;0.0;78
WAE;20120719;24.3;0.0;40
WAE;20120720;20.5;3.5;5
WAE;20120721;16.9;10.3;3
WAE;20120722;20.4;0.0;51
WAE;20120723;22.6;0.0;100
WAE;20120724;26.7;0.0;96
WAE;20120725;27.8;0.0;59
WAE;20120726;30.4;0.0;97
WAE;20120727;32.1;0.0;88
WAE;20120728;23.7;3.7;14
WAE;20120729;19.2;7.0;0
WAE;20120730;22.7;0.0;58
WAE;20120731;25.2;0.0;83
WAE;20120801;29.3;0.0;92
WAE;20120802;26.3;0.0;74
WAE;20120803;24.4;0.2;23
WAE;20120804;26.1;0.0;59
WAE;20120805;24.6;0.2;51
WAE;20120806;20.3;9.8;5
WAE;20120807;21.7;0.0;59
WAE;20120808;24.5;0.0;96
WAE;20120809;25.0;0.0;94
WAE;20120810;25.2;0.0;85
WAE;20120811;24.6;0.0;98
WAE;20120812;24.8;0.0;73
WAE;20120813;25.6;0.0;74
WAE;20120814;26.4;0.0;75
WAE;20120815;30.4;0.0;87
WAE;20120816;21.5;3.0;13
WAE;20120817;26.4;0.0;95
WAE;20120818;29.6;0.0;100
WAE;20120819;31.5;0.0;99
WAE;20120820;32.3;0.0;81
WAE;20120821;29.6;0.0;77
WAE;20120822;28.4;0.0;64
WAE;20120823;25.9;0.0;39
WAE;20120824;24.5;0.6;13
WAE;20120825;24.0;4.6;22
WAE;20120826;20.6;0.0;37
WAE;20120827;22.7;0.0;100
WAE;20120828;25.2;1.1;61
WAE;20120829;26.2;0.0;70
WAE;20120830;20.1;22.9;2
WAE;20120831;12.4;18.3;0
WAE;20120901;12.6;15.4;0
WAE;20120902;18.8;0.0;36
WAE;20120903;18.9;0.0;1
WAE;20120904;22.0;0.0;15
WAE;20120905;20.3;0.0;0
WAE;20120906;19.7;0.0;20
WAE;20120907;22.0;0.0;63
WAE;20120908;23.6;0.0;80
WAE;20120909;25.7;0.0;98
WAE;20120910;26.2;0.0;94
WAE;20120911;25.5;0.0;46
WAE;20120912;13.3;5.7;0
WAE;20120913;14.8;0.0;32
WAE;20120914;17.1;0.0;79
WAE;20120915;18.1;0.0;45
WAE;20120916;19.7;0.0;70
WAE;20120917;21.9;0.0;78
WAE;20120918;22.2;0.0;65
WAE;20120919;13.6;7.7;13
WAE;20120920;16.5;0.0;85
WAE;20120921;20.1;0.0;88
WAE;20120922;16.5;23.1;0
WAE;20120923;19.9;0.0;53
WAE;20120924;18.5;5.5;3
WAE;20120925;20.6;0.0;78
WAE;20120926;19.1;0.0;26
WAE;20120927;17.0;0.0;48
WAE;20120928;17.7;0.0;99
WAE;20120929;13.4;3.5;0
WAE;20120930;13.0;0.0;0
WAE;20121001;15.1;0.0;0
WAE;20121002;17.1;0.0;66
WAE;20121003;18.8;0.0;64
WAE;20121004;17.7;1.4;4
WAE;20121005;19.5;0.0;94
WAE;20121006;22.6;0.0;75
WAE;20121007;15.8;11.2;0
WAE;20121008;13.2;0.0;1
WAE;20121009;16.0;28.9;2
WAE;20121010;13.7;36.0;0
WAE;20121011;16.1;0.0;21
WAE;20121012;14.3;4.4;0
WAE;20121013;13.2;0.0;60
WAE;20121014;13.6;0.0;27
WAE;20121015;7.4;1.6;0
WAE;20121016;11.7;0.0;75
WAE;20121017;17.6;0.0;94
WAE;20121018;18.7;0.0;75
WAE;20121019;20.2;0.0;97
WAE;20121020;17.7;0.0;99
WAE;20121021;19.3;0.0;97
WAE;20121022;16.4;0.0;44
WAE;20121023;10.3;0.0;0
WAE;20121024;9.8;0.1;0
WAE;20121025;9.7;0.0;0
WAE;20121026;9.8;0.0;0
WAE;20121027;8.0;14.6;0
WAE;20121028;0.6;2.7;0
WAE;20121029;2.8;0.1;53
WAE;20121030;5.3;0.0;72
WAE;20121031;4.4;0.0;10
WAE;20121101;11.7;0.0;67
WAE;20121102;11.2;3.4;56
WAE;20121103;16.8;0.0;75
WAE;20121104;16.2;1.0;60
WAE;20121105;11.6;1.9;37
WAE;20121106;7.3;4.0;16
WAE;20121107;8.6;0.0;3
WAE;20121108;9.2;0.0;42
WAE;20121109;11.1;0.0;87
WAE;20121110;10.6;0.2;3
WAE;20121111;9.6;12.5;0
WAE;20121112;8.7;1.0;0
WAE;20121113;8.8;0.0;0
WAE;20121114;8.4;0.0;58
WAE;20121115;7.3;0.0;48
WAE;20121116;5.5;0.0;24
WAE;20121117;6.0;0.0;43
WAE;20121118;8.1;0.0;65
WAE;20121119;4.8;0.0;1
WAE;20121120;3.0;0.0;0
WAE;20121121;4.1;0.0;1
WAE;20121122;8.0;0.0;0
WAE;20121123;9.2;0.0;42
WAE;20121124;11.3;0.0;42
WAE;20121125;12.6;0.0;16
WAE;20121126;11.4;0.0;30
WAE;20121127;7.3;0.0;0
WAE;20121128;6.1;2.0;0
WAE;20121129;7.7;7.3;0
WAE;20121130;2.4;0.0;1
WAE;20121201;-0.1;0.0;0
WAE;20121202;0.3;5.0;5
WAE;20121203;-0.3;1.4;35
WAE;20121204;6.2;4.9;0
WAE;20121205;3.0;0.7;17
WAE;20121206;0.5;0.6;6
WAE;20121207;-1.2;3.6;0
WAE;20121208;-0.3;0.1;0
WAE;20121209;-1.1;0.1;1
WAE;20121210;3.0;2.5;10
WAE;20121211;-1.5;0.0;19
WAE;20121212;-2.3;0.1;94
WAE;20121213;-1.3;0.0;41
WAE;20121214;2.8;0.0;50
WAE;20121215;6.7;1.8;15
WAE;20121216;5.7;3.1;0
WAE;20121217;5.6;3.4;0
WAE;20121218;4.1;13.2;7
WAE;20121219;4.6;0.0;61
WAE;20121220;0.9;0.5;0
WAE;20121221;7.3;0.0;23
WAE;20121222;5.2;0.9;29
WAE;20121223;10.4;0.0;0
WAE;20121224;11.0;0.0;88
WAE;20121225;13.6;0.0;70
WAE;20121226;9.3;2.1;27
WAE;20121227;10.0;9.1;0
WAE;20121228;7.0;0.0;6
WAE;20121229;7.0;0.0;98
WAE;20121230;9.4;0.1;51
WAE;20121231;6.4;0.0;85
WAE;20130101;7.0;0.6;0
WAE;20130102;4.3;0.0;6
WAE;20130103;3.7;0.0;28
WAE;20130104;7.0;0.1;0
WAE;20130105;7.7;0.0;0
WAE;20130106;5.6;0.0;1
WAE;20130107;4.2;0.0;0
WAE;20130108;5.0;0.0;75
WAE;20130109;0.8;0.0;0
WAE;20130110;3.1;1.1;1
WAE;20130111;2.2;4.8;0
WAE;20130112;3.3;0.0;73
WAE;20130113;2.0;0.0;0
WAE;20130114;0.4;0.7;0
WAE;20130115;0.1;0.0;2
WAE;20130116;-2.0;0.0;0
WAE;20130117;-3.4;0.2;0
WAE;20130118;-3.3;0.0;97
WAE;20130119;-1.5;0.3;0
WAE;20130120;0.3;0.0;5
WAE;20130121;0.5;0.5;4
WAE;20130122;2.5;0.3;25
WAE;20130123;2.8;0.0;100
WAE;20130124;-0.5;0.0;0
WAE;20130125;-0.3;0.1;0
WAE;20130126;-0.6;0.0;73
WAE;20130127;4.0;0.0;23
WAE;20130128;3.8;2.2;31
WAE;20130129;5.7;4.0;0
WAE;20130130;13.4;0.7;6
WAE;20130131;11.0;0.0;72
WAE;20130201;7.6;8.5;0
WAE;20130202;3.7;5.1;0
WAE;20130203;1.8;0.2;8
WAE;20130204;4.1;2.7;0
WAE;20130205;7.7;1.4;5
WAE;20130206;2.0;2.6;0
WAE;20130207;0.1;1.6;0
WAE;20130208;-0.2;0.8;17
WAE;20130209;-1.0;1.1;49
WAE;20130210;-2.6;0.0;99
WAE;20130211;-0.9;0.0;0
WAE;20130212;-2.0;4.0;0
WAE;20130213;-1.4;0.2;0
WAE;20130214;-1.6;0.0;49
WAE;20130215;3.4;1.7;4
WAE;20130216;4.1;0.0;41
WAE;20130217;3.3;0.0;4
WAE;20130218;3.5;0.0;100
WAE;20130219;4.0;0.0;63
WAE;20130220;2.1;0.1;0
WAE;20130221;-1.8;0.0;0
WAE;20130222;-2.9;0.0;0
WAE;20130223;-2.5;0.0;21
WAE;20130224;-1.9;0.2;7
WAE;20130225;-0.4;0.0;79
WAE;20130226;0.7;0.0;43
WAE;20130227;2.9;0.0;0
WAE;20130228;3.9;0.0;38
WAE;20130301;2.4;0.0;0
WAE;20130302;1.8;0.0;0
WAE;20130303;4.1;0.0;59
WAE;20130304;4.3;0.0;45
WAE;20130305;9.3;0.0;42
WAE;20130306;14.2;0.0;38
WAE;20130307;13.3;0.0;35
WAE;20130308;13.2;0.2;46
WAE;20130309;13.0;0.0;40
WAE;20130310;12.8;0.0;33
WAE;20130311;9.0;1.5;19
WAE;20130312;10.5;0.6;18
WAE;20130313;1.1;0.8;0
WAE;20130314;-0.5;0.0;53
WAE;20130315;1.0;0.9;40
WAE;20130316;6.2;0.0;70
WAE;20130317;10.3;0.0;0
