 

stn;time;tre200jx;rre150j0;sremaxdv
WAE;20130318;4.7;3.5;0
WAE;20130319;9.1;0.7;42
WAE;20130320;9.4;2.1;28
WAE;20130321;8.8;0.2;28
WAE;20130322;12.7;0.0;78
WAE;20130323;7.6;0.0;15
WAE;20130324;3.2;0.0;0
WAE;20130325;1.5;0.5;0
WAE;20130326;-0.2;2.8;0
WAE;20130327;4.1;0.0;18
WAE;20130328;5.0;2.7;0
WAE;20130329;3.2;3.3;0
WAE;20130330;4.1;4.4;0
WAE;20130331;3.4;0.8;0
WAE;20130401;6.4;0.0;71
WAE;20130402;4.9;0.0;0
WAE;20130403;5.7;0.0;0
WAE;20130404;8.6;0.0;14
WAE;20130405;4.3;0.0;0
WAE;20130406;7.3;0.0;0
WAE;20130407;6.0;0.0;3
WAE;20130408;8.4;4.2;2
WAE;20130409;9.9;0.6;35
WAE;20130410;13.9;0.0;52
WAE;20130411;15.9;1.6;14
WAE;20130412;14.1;4.3;24
WAE;20130413;15.6;0.0;57
WAE;20130414;21.7;0.0;92
WAE;20130415;23.3;0.0;96
WAE;20130416;22.3;0.0;58
WAE;20130417;23.5;0.0;89
WAE;20130418;24.5;0.0;61
WAE;20130419;9.0;14.0;0
WAE;20130420;5.8;1.0;0
WAE;20130421;9.6;0.0;0
WAE;20130422;11.2;0.1;5
WAE;20130423;15.8;0.0;23
WAE;20130424;21.1;0.0;100
WAE;20130425;23.0;0.0;100
WAE;20130426;22.1;0.0;36
WAE;20130427;12.7;3.0;0
WAE;20130428;11.5;0.1;9
WAE;20130429;12.5;0.2;0
WAE;20130430;13.1;0.0;0
WAE;20130501;19.3;0.0;50
WAE;20130502;21.5;0.0;60
WAE;20130503;14.2;0.6;29
WAE;20130504;15.7;0.0;9
WAE;20130505;19.8;0.1;68
WAE;20130506;19.2;0.4;50
WAE;20130507;18.1;0.0;32
WAE;20130508;22.2;0.0;91
WAE;20130509;20.4;2.0;25
WAE;20130510;12.2;11.8;2
WAE;20130511;13.0;2.1;9
WAE;20130512;11.9;6.5;4
WAE;20130513;15.2;0.0;22
WAE;20130514;20.3;0.0;85
WAE;20130515;20.7;0.0;35
WAE;20130516;16.6;0.1;12
WAE;20130517;13.6;0.9;4
WAE;20130518;20.8;0.1;84
WAE;20130519;16.6;0.9;33
WAE;20130520;15.4;0.2;17
WAE;20130521;11.7;5.5;1
WAE;20130522;10.2;9.2;0
WAE;20130523;14.9;1.1;13
WAE;20130524;9.5;2.8;8
WAE;20130525;9.8;2.1;8
WAE;20130526;11.6;2.9;12
WAE;20130527;17.0;0.1;70
WAE;20130528;21.7;0.0;49
WAE;20130529;12.3;2.7;20
WAE;20130530;14.2;0.1;14
WAE;20130531;9.3;16.9;0
WAE;20130601;12.5;22.2;0
WAE;20130602;15.7;0.0;7
WAE;20130603;14.8;0.0;17
WAE;20130604;19.3;0.0;80
WAE;20130605;22.9;0.0;97
WAE;20130606;23.9;0.0;99
WAE;20130607;24.9;0.0;84
WAE;20130608;26.1;0.0;85
WAE;20130609;20.8;1.2;19
WAE;20130610;19.1;3.6;14
WAE;20130611;18.8;0.0;16
WAE;20130612;23.4;0.0;73
WAE;20130613;27.5;0.0;88
WAE;20130614;17.4;0.0;9
WAE;20130615;25.2;4.8;36
WAE;20130616;27.1;0.0;85
WAE;20130617;32.9;0.0;87
WAE;20130618;33.8;0.0;93
WAE;20130619;30.9;0.0;63
WAE;20130620;27.8;0.4;42
WAE;20130621;21.0;0.0;6
WAE;20130622;21.4;0.1;35
WAE;20130623;16.5;4.3;6
WAE;20130624;15.3;4.2;4
WAE;20130625;15.3;0.9;11
WAE;20130626;17.5;0.0;42
WAE;20130627;15.1;2.3;7
WAE;20130628;17.8;0.0;39
WAE;20130629;14.6;4.0;0
WAE;20130630;21.3;0.0;57
WAE;20130701;24.3;0.0;97
WAE;20130702;26.5;4.2;57
WAE;20130703;17.8;18.4;0
WAE;20130704;19.9;1.2;1
WAE;20130705;23.2;0.0;46
WAE;20130706;26.4;0.0;91
WAE;20130707;25.6;0.0;85
WAE;20130708;26.4;0.0;64
WAE;20130709;27.4;0.0;70
WAE;20130710;27.0;0.0;83
WAE;20130711;24.6;0.0;74
WAE;20130712;24.6;0.0;95
WAE;20130713;25.8;0.0;85
WAE;20130714;26.5;0.0;93
WAE;20130715;26.8;0.0;93
WAE;20130716;27.9;0.0;97
WAE;20130717;25.4;0.0;26
WAE;20130718;27.4;0.8;65
WAE;20130719;27.7;0.0;75
WAE;20130720;28.4;0.0;86
WAE;20130721;29.1;0.0;95
WAE;20130722;30.9;0.0;90
WAE;20130723;30.7;3.7;73
WAE;20130724;24.6;0.1;40
WAE;20130725;29.0;0.0;57
WAE;20130726;32.1;0.0;97
WAE;20130727;34.5;0.0;96
WAE;20130728;33.3;0.0;68
WAE;20130729;17.8;37.8;5
WAE;20130730;24.3;0.6;50
WAE;20130731;27.1;0.0;94
WAE;20130801;30.0;0.0;100
WAE;20130802;32.3;0.0;93
WAE;20130803;29.7;2.5;46
WAE;20130804;26.3;0.0;71
WAE;20130805;30.5;0.0;87
WAE;20130806;30.2;28.4;63
WAE;20130807;24.9;0.0;14
WAE;20130808;19.5;12.7;2
WAE;20130809;17.8;7.4;0
WAE;20130810;23.5;0.0;96
WAE;20130811;23.8;0.0;69
WAE;20130812;25.2;0.0;89
WAE;20130813;21.9;0.0;41
WAE;20130814;21.2;0.0;55
WAE;20130815;23.5;0.0;99
WAE;20130816;26.0;0.0;96
WAE;20130817;27.3;0.0;92
WAE;20130818;27.5;0.0;75
WAE;20130819;23.5;6.0;8
WAE;20130820;21.8;0.0;95
WAE;20130821;22.6;0.0;91
WAE;20130822;24.3;0.0;97
WAE;20130823;25.6;0.0;72
WAE;20130824;21.0;20.6;18
WAE;20130825;19.1;0.0;23
WAE;20130826;19.9;0.0;26
WAE;20130827;18.1;13.5;1
WAE;20130828;17.0;5.0;3
WAE;20130829;21.9;0.0;77
WAE;20130830;23.3;0.0;96
WAE;20130831;23.5;0.0;75
WAE;20130901;20.3;1.5;21
WAE;20130902;21.5;0.0;62
WAE;20130903;25.1;0.0;100
WAE;20130904;25.7;0.0;100
WAE;20130905;28.0;0.0;100
WAE;20130906;27.2;0.0;79
WAE;20130907;26.7;0.0;80
WAE;20130908;18.6;6.0;0
WAE;20130909;18.4;0.0;60
WAE;20130910;16.0;2.9;0
WAE;20130911;14.9;1.9;24
WAE;20130912;14.0;1.5;2
WAE;20130913;18.1;0.0;41
WAE;20130914;20.4;0.0;47
WAE;20130915;19.3;4.4;5
WAE;20130916;13.3;10.6;0
WAE;20130917;13.4;1.0;42
WAE;20130918;20.0;12.4;12
WAE;20130919;14.0;0.0;0
WAE;20130920;16.8;0.0;10
WAE;20130921;18.8;0.0;86
WAE;20130922;18.8;0.0;94
WAE;20130923;19.8;0.0;95
WAE;20130924;20.3;0.0;86
WAE;20130925;22.3;0.0;93
WAE;20130926;19.4;0.0;11
WAE;20130927;21.3;0.5;32
WAE;20130928;19.5;0.0;42
WAE;20130929;16.2;0.0;1
WAE;20130930;13.2;0.2;0
WAE;20131001;15.0;0.0;0
WAE;20131002;13.8;0.0;0
WAE;20131003;15.3;0.0;23
WAE;20131004;17.7;0.6;26
WAE;20131005;18.3;0.8;15
WAE;20131006;15.5;0.2;2
WAE;20131007;14.1;0.0;0
WAE;20131008;14.2;0.0;0
WAE;20131009;13.3;0.0;0
WAE;20131010;12.5;24.2;0
WAE;20131011;10.0;0.4;29
WAE;20131012;10.0;0.1;25
WAE;20131013;13.7;0.0;91
WAE;20131014;15.4;0.0;33
WAE;20131015;16.9;0.1;29
WAE;20131016;13.2;0.0;29
WAE;20131017;16.6;0.0;91
WAE;20131018;15.4;0.0;82
WAE;20131019;18.6;0.0;97
WAE;20131020;17.1;0.0;16
WAE;20131021;18.0;0.0;57
WAE;20131022;18.0;0.0;56
WAE;20131023;18.1;11.0;0
WAE;20131024;16.3;0.0;100
WAE;20131025;17.0;0.0;65
WAE;20131026;18.5;0.0;55
WAE;20131027;18.0;7.0;3
WAE;20131028;22.1;0.0;87
WAE;20131029;12.5;2.3;15
WAE;20131030;11.3;0.0;23
WAE;20131031;8.9;0.0;8
WAE;20131101;10.6;0.0;0
WAE;20131102;17.5;0.8;39
WAE;20131103;10.1;17.4;25
WAE;20131104;11.1;1.7;12
WAE;20131105;9.2;0.3;16
WAE;20131106;14.6;8.0;7
WAE;20131107;16.3;0.0;31
WAE;20131108;16.2;0.0;69
WAE;20131109;10.9;0.0;29
WAE;20131110;10.3;6.2;0
WAE;20131111;7.0;0.0;14
WAE;20131112;4.5;0.0;9
WAE;20131113;5.1;0.0;4
WAE;20131114;4.9;0.6;0
WAE;20131115;5.1;0.0;0
WAE;20131116;5.1;0.0;0
WAE;20131117;4.9;0.0;0
WAE;20131118;4.6;0.0;0
WAE;20131119;5.0;0.2;0
WAE;20131120;3.7;0.0;0
WAE;20131121;2.8;5.3;0
WAE;20131122;2.8;0.0;17
WAE;20131123;1.6;8.5;0
WAE;20131124;4.3;1.2;0
WAE;20131125;1.4;0.0;17
WAE;20131126;0.5;0.0;12
WAE;20131127;0.4;0.0;92
WAE;20131128;-0.4;0.0;5
WAE;20131129;2.2;0.0;77
WAE;20131130;2.5;1.2;8
WAE;20131201;1.2;0.0;99
WAE;20131202;1.8;0.0;100
WAE;20131203;0.5;0.0;63
WAE;20131204;2.9;0.0;59
WAE;20131205;4.5;0.0;75
WAE;20131206;4.7;1.5;4
WAE;20131207;4.2;0.0;80
WAE;20131208;3.8;0.0;95
WAE;20131209;4.1;0.0;99
WAE;20131210;4.3;0.0;99
WAE;20131211;2.5;0.0;62
WAE;20131212;-1.0;0.0;0
WAE;20131213;-2.0;0.0;0
WAE;20131214;1.5;2.2;6
WAE;20131215;4.0;0.0;8
WAE;20131216;5.2;0.0;95
WAE;20131217;4.1;0.0;72
WAE;20131218;5.8;0.0;61
WAE;20131219;5.8;0.0;0
WAE;20131220;5.2;1.2;0
WAE;20131221;0.9;0.0;3
WAE;20131222;9.5;0.0;25
WAE;20131223;10.3;0.0;91
WAE;20131224;15.0;0.0;64
WAE;20131225;15.8;1.7;5
WAE;20131226;3.7;18.5;0
WAE;20131227;4.6;0.0;99
WAE;20131228;7.1;0.0;90
WAE;20131229;7.2;0.0;45
WAE;20131230;3.8;0.0;71
WAE;20131231;3.7;0.0;99
WAE;20140101;5.5;0.1;73
WAE;20140102;6.7;0.7;14
WAE;20140103;7.3;0.2;7
WAE;20140104;6.1;2.5;0
WAE;20140105;6.1;3.8;21
WAE;20140106;7.2;0.0;88
WAE;20140107;11.5;0.0;99
WAE;20140108;11.1;0.0;62
WAE;20140109;13.0;0.0;77
WAE;20140110;4.9;2.1;0
WAE;20140111;6.8;0.0;7
WAE;20140112;7.5;0.0;74
WAE;20140113;6.3;0.0;47
WAE;20140114;3.6;11.4;0
WAE;20140115;4.4;0.0;62
WAE;20140116;6.9;0.0;1
WAE;20140117;6.1;0.0;0
WAE;20140118;2.6;0.0;0
WAE;20140119;2.6;0.0;0
WAE;20140120;5.4;0.6;2
WAE;20140121;3.7;0.4;0
WAE;20140122;5.1;0.0;26
WAE;20140123;4.4;0.0;0
WAE;20140124;2.3;0.6;1
WAE;20140125;1.3;0.0;75
WAE;20140126;5.3;0.0;16
WAE;20140127;4.1;3.5;0
WAE;20140128;4.5;0.0;99
WAE;20140129;2.6;0.0;62
WAE;20140130;0.8;0.0;0
WAE;20140131;4.8;0.0;78
WAE;20140201;8.0;0.0;57
WAE;20140202;3.4;2.5;0
WAE;20140203;4.1;0.0;0
WAE;20140204;5.5;0.0;31
WAE;20140205;4.7;0.1;0
WAE;20140206;9.6;0.0;87
WAE;20140207;8.6;7.5;14
WAE;20140208;5.0;0.0;11
WAE;20140209;7.9;0.0;61
WAE;20140210;13.5;0.0;24
WAE;20140211;6.4;0.0;40
WAE;20140212;7.2;0.2;67
WAE;20140213;9.2;3.9;13
WAE;20140214;5.5;0.0;1
WAE;20140215;13.6;0.0;73
WAE;20140216;6.4;1.0;0
WAE;20140217;7.9;0.0;45
WAE;20140218;8.3;0.0;59
WAE;20140219;6.2;1.4;0
WAE;20140220;10.2;0.1;99
WAE;20140221;6.8;9.5;0
WAE;20140222;8.8;0.0;63
WAE;20140223;9.6;0.0;69
WAE;20140224;12.2;0.0;100
WAE;20140225;10.9;0.0;86
WAE;20140226;9.2;0.0;5
WAE;20140227;6.7;0.0;24
WAE;20140228;10.7;0.1;62
WAE;20140301;6.0;0.7;23
WAE;20140302;5.2;0.8;0
WAE;20140303;6.0;0.3;5
WAE;20140304;4.1;3.2;0
WAE;20140305;8.2;0.0;32
WAE;20140306;8.9;0.0;40
WAE;20140307;11.9;0.0;97
WAE;20140308;14.0;0.0;96
WAE;20140309;13.6;0.0;97
WAE;20140310;13.7;0.0;93
WAE;20140311;12.2;0.0;47
WAE;20140312;14.1;0.0;98
WAE;20140313;15.3;0.0;95
WAE;20140314;15.7;0.0;89
WAE;20140315;13.6;0.0;6
WAE;20140316;16.2;0.0;50
WAE;20140317;17.7;0.0;100
WAE;20140318;19.0;0.0;94
WAE;20140319;14.0;0.0;54
WAE;20140320;18.7;0.0;100
WAE;20140321;19.6;0.0;90
WAE;20140322;11.8;9.0;0
WAE;20140323;4.6;8.9;0
WAE;20140324;5.6;6.3;10
WAE;20140325;7.6;0.0;95
WAE;20140326;5.9;0.0;9
WAE;20140327;12.5;0.0;88
WAE;20140328;15.2;0.0;95
WAE;20140329;17.7;0.0;97
WAE;20140330;20.1;0.0;89
WAE;20140331;18.3;0.0;90
WAE;20140401;18.8;0.0;80
WAE;20140402;21.0;0.0;88
WAE;20140403;16.7;0.0;0
WAE;20140404;17.0;0.0;26
WAE;20140405;12.5;1.5;0
WAE;20140406;17.4;0.0;56
WAE;20140407;19.5;0.1;67
WAE;20140408;12.8;16.7;1
WAE;20140409;14.6;0.0;89
WAE;20140410;18.0;0.0;91
WAE;20140411;19.9;0.0;99
WAE;20140412;19.6;0.0;45
WAE;20140413;17.9;0.0;66
WAE;20140414;17.2;0.0;94
WAE;20140415;11.2;0.0;69
WAE;20140416;13.1;0.0;99
WAE;20140417;15.6;0.0;96
WAE;20140418;10.6;12.2;0
WAE;20140419;9.1;0.0;1
WAE;20140420;16.3;0.0;81
WAE;20140421;14.0;0.0;3
WAE;20140422;17.8;0.0;38
WAE;20140423;20.6;0.0;95
WAE;20140424;21.1;0.0;96
WAE;20140425;21.6;31.2;56
WAE;20140426;17.5;0.0;17
WAE;20140427;10.9;2.3;0
WAE;20140428;8.5;2.1;0
WAE;20140429;12.9;0.0;7
WAE;20140430;10.5;9.7;0
WAE;20140501;15.1;0.0;14
WAE;20140502;12.1;3.2;0
WAE;20140503;8.2;2.3;0
WAE;20140504;13.4;0.0;44
WAE;20140505;18.7;0.0;91
WAE;20140506;20.5;0.0;43
WAE;20140507;14.8;20.1;8
WAE;20140508;20.1;0.0;67
WAE;20140509;19.6;0.1;9
WAE;20140510;21.1;0.0;47
WAE;20140511;16.6;3.7;23
WAE;20140512;14.3;0.2;31
WAE;20140513;13.2;4.1;30
WAE;20140514;10.6;5.9;11
WAE;20140515;11.1;2.0;12
WAE;20140516;14.4;0.0;13
WAE;20140517;17.0;0.0;50
WAE;20140518;20.8;0.0;98
WAE;20140519;23.3;0.0;78
WAE;20140520;23.5;0.0;61
WAE;20140521;26.8;0.0;95
WAE;20140522;28.2;0.0;44
WAE;20140523;19.5;4.5;61
WAE;20140524;18.8;0.0;52
WAE;20140525;21.6;0.0;64
WAE;20140526;18.5;0.0;34
WAE;20140527;15.6;5.1;1
WAE;20140528;16.9;0.0;5
WAE;20140529;19.2;0.0;33
WAE;20140530;14.4;1.4;0
WAE;20140531;18.1;0.0;59
WAE;20140601;20.9;0.0;84
WAE;20140602;20.5;0.0;40
WAE;20140603;20.7;0.0;46
WAE;20140604;19.6;5.0;14
WAE;20140605;19.5;0.0;79
WAE;20140606;26.1;0.0;89
WAE;20140607;29.3;0.0;80
WAE;20140608;31.4;0.0;95
WAE;20140609;33.5;0.0;82
WAE;20140610;31.4;0.0;85
WAE;20140611;28.5;0.0;86
WAE;20140612;29.3;6.6;75
WAE;20140613;25.9;0.1;77
WAE;20140614;22.6;0.0;65
WAE;20140615;21.1;0.0;44
WAE;20140616;22.8;0.0;83
WAE;20140617;22.3;0.0;72
WAE;20140618;23.3;0.0;75
WAE;20140619;23.5;0.0;67
WAE;20140620;22.1;0.0;24
WAE;20140621;23.9;0.0;94
WAE;20140622;26.1;0.0;74
WAE;20140623;25.5;7.9;50
WAE;20140624;20.4;5.5;29
WAE;20140625;21.7;0.3;48
WAE;20140626;22.1;0.0;69
WAE;20140627;24.4;0.0;77
WAE;20140628;24.0;0.0;42
WAE;20140629;16.6;6.9;5
WAE;20140630;17.4;0.6;31
WAE;20140701;21.6;0.0;67
WAE;20140702;16.1;10.8;11
WAE;20140703;25.1;0.0;99
WAE;20140704;24.4;0.0;23
WAE;20140705;22.9;1.9;22
WAE;20140706;28.5;0.0;89
WAE;20140707;23.7;0.0;27
WAE;20140708;14.8;11.7;0
WAE;20140709;15.1;13.6;0
WAE;20140710;13.5;3.3;0
WAE;20140711;19.7;2.3;14
WAE;20140712;22.1;0.6;27
WAE;20140713;21.8;1.1;21
WAE;20140714;22.1;3.9;43
WAE;20140715;23.8;0.0;82
WAE;20140716;26.3;0.0;98
WAE;20140717;28.5;0.0;100
WAE;20140718;30.2;0.0;100
WAE;20140719;-;-;78
WAE;20140720;-;-;19
WAE;20140721;20.2;1.8;0
WAE;20140722;18.3;18.5;0
WAE;20140723;25.7;0.0;41
WAE;20140724;24.8;0.0;36
WAE;20140725;26.2;0.0;78
WAE;20140726;18.1;10.1;0
WAE;20140727;18.7;0.0;0
WAE;20140728;24.8;36.7;61
WAE;20140729;19.9;0.8;10
WAE;20140730;18.1;1.0;0
WAE;20140731;24.6;0.0;67
WAE;20140801;24.9;0.0;53
WAE;20140802;23.7;0.0;36
WAE;20140803;21.1;3.2;18
WAE;20140804;24.3;4.1;61
WAE;20140805;22.7;2.0;30
WAE;20140806;23.2;0.0;60
WAE;20140807;24.2;0.0;35
WAE;20140808;26.2;0.0;76
WAE;20140809;24.5;0.0;42
WAE;20140810;27.8;1.9;42
WAE;20140811;18.0;16.1;0
WAE;20140812;21.5;0.0;48
WAE;20140813;18.6;3.9;12
WAE;20140814;19.6;0.0;33
WAE;20140815;16.9;17.7;13
WAE;20140816;15.9;4.8;15
WAE;20140817;21.0;0.0;85
WAE;20140818;22.8;0.0;65
WAE;20140819;20.5;0.1;18
WAE;20140820;18.7;0.0;13
WAE;20140821;19.7;0.0;63
WAE;20140822;20.4;0.0;55
WAE;20140823;17.3;0.0;2
WAE;20140824;17.5;0.0;44
WAE;20140825;17.3;0.1;13
WAE;20140826;18.0;6.2;0
WAE;20140827;19.9;0.1;10
WAE;20140828;23.3;0.2;79
WAE;20140829;23.0;2.9;16
WAE;20140830;21.9;0.0;48
WAE;20140831;19.2;18.3;0
WAE;20140901;16.0;0.0;10
WAE;20140902;18.7;0.0;53
WAE;20140903;19.3;0.0;48
WAE;20140904;21.3;0.0;49
WAE;20140905;21.6;1.2;23
WAE;20140906;24.3;0.0;85
WAE;20140907;24.8;0.0;96
WAE;20140908;25.9;0.0;79
WAE;20140909;23.1;0.0;33
WAE;20140910;20.9;0.0;34
WAE;20140911;17.5;0.2;7
WAE;20140912;13.9;2.2;3
WAE;20140913;18.1;0.0;48
WAE;20140914;20.7;0.0;52
WAE;20140915;21.4;0.0;53
WAE;20140916;22.8;0.0;96
WAE;20140917;23.0;0.0;71
WAE;20140918;21.8;0.0;15
WAE;20140919;22.8;0.0;32
WAE;20140920;22.8;0.0;33
WAE;20140921;20.2;10.5;21
WAE;20140922;15.4;0.0;19
WAE;20140923;16.6;0.0;86
WAE;20140924;19.4;1.8;69
WAE;20140925;14.8;1.1;35
WAE;20140926;17.2;0.0;64
WAE;20140927;20.1;0.0;85
WAE;20140928;20.5;0.0;76
WAE;20140929;22.2;0.0;94
WAE;20140930;17.3;3.5;2
WAE;20141001;18.4;9.3;27
WAE;20141002;19.2;0.0;59
WAE;20141003;16.4;0.0;0
WAE;20141004;16.3;0.0;30
WAE;20141005;19.1;0.0;89
WAE;20141006;17.9;0.0;78
WAE;20141007;17.3;0.1;13
WAE;20141008;19.3;0.0;40
WAE;20141009;23.0;0.0;93
WAE;20141010;20.0;0.0;22
WAE;20141011;18.4;0.0;6
WAE;20141012;18.7;0.0;69
WAE;20141013;15.3;8.2;0
WAE;20141014;18.3;0.0;83
WAE;20141015;18.3;0.0;47
WAE;20141016;15.9;0.9;4
WAE;20141017;17.2;0.3;16
WAE;20141018;18.9;0.0;86
WAE;20141019;20.5;0.0;97
WAE;20141020;20.5;0.0;60
WAE;20141021;19.3;0.0;19
WAE;20141022;6.3;3.8;1
WAE;20141023;9.9;0.0;12
WAE;20141024;10.7;0.0;88
WAE;20141025;11.1;0.6;0
WAE;20141026;15.1;0.0;69
WAE;20141027;10.7;0.0;9
WAE;20141028;13.9;0.0;58
WAE;20141029;14.3;0.0;80
WAE;20141030;13.7;0.0;43
WAE;20141031;14.1;0.0;80
WAE;20141101;13.6;0.0;54
WAE;20141102;14.6;0.0;100
WAE;20141103;16.5;0.0;92
WAE;20141104;20.5;0.0;30
WAE;20141105;7.1;34.4;0
WAE;20141106;5.1;0.4;0
WAE;20141107;8.2;0.0;60
WAE;20141108;11.7;0.0;98
WAE;20141109;9.0;0.0;59
WAE;20141110;9.3;0.0;0
WAE;20141111;8.2;0.0;0
WAE;20141112;10.5;2.0;0
WAE;20141113;10.9;0.0;8
WAE;20141114;8.7;0.0;6
WAE;20141115;11.3;1.6;31
WAE;20141116;10.4;0.5;73
WAE;20141117;8.5;0.0;8
WAE;20141118;9.5;0.3;31
WAE;20141119;9.6;0.0;38
WAE;20141120;7.8;0.0;28
WAE;20141121;10.0;0.0;37
WAE;20141122;8.9;0.0;27
WAE;20141123;6.4;0.0;0
WAE;20141124;13.6;0.0;50
WAE;20141125;8.8;0.0;0
WAE;20141126;9.6;0.0;0
WAE;20141127;8.2;0.0;0
WAE;20141128;7.5;0.0;29
WAE;20141129;3.9;0.0;0
WAE;20141130;4.2;0.0;0
WAE;20141201;4.1;0.0;0
WAE;20141202;4.3;0.5;0
WAE;20141203;4.8;0.2;0
WAE;20141204;4.8;0.0;0
WAE;20141205;3.9;0.0;0
WAE;20141206;4.0;0.0;0
WAE;20141207;4.5;0.2;0
WAE;20141208;4.2;1.2;0
WAE;20141209;3.1;0.0;0
WAE;20141210;2.8;0.0;0
WAE;20141211;7.1;0.6;2
WAE;20141212;7.8;0.0;62
WAE;20141213;11.0;0.0;46
WAE;20141214;9.7;0.0;1
WAE;20141215;9.9;1.1;0
WAE;20141216;7.7;1.6;0
WAE;20141217;6.4;13.0;0
WAE;20141218;7.1;3.8;0
WAE;20141219;12.7;0.0;76
WAE;20141220;8.2;0.0;0
WAE;20141221;6.4;0.0;46
WAE;20141222;5.1;0.0;89
WAE;20141223;7.2;0.0;99
WAE;20141224;6.1;0.0;73
WAE;20141225;6.1;7.1;0
WAE;20141226;4.0;0.0;9
WAE;20141227;4.2;9.2;0
WAE;20141228;-0.1;1.6;0
WAE;20141229;-3.5;4.8;12
WAE;20141230;-1.3;4.0;0
WAE;20141231;0.6;0.0;14
WAE;20150101;-1.7;0.0;3
WAE;20150102;2.2;2.6;9
WAE;20150103;7.1;6.7;3
WAE;20150104;5.9;0.0;30
WAE;20150105;3.4;0.0;100
WAE;20150106;3.3;0.0;78
WAE;20150107;3.8;0.0;29
WAE;20150108;9.6;0.0;28
WAE;20150109;9.9;0.0;0
WAE;20150110;16.5;0.0;84
WAE;20150111;6.1;10.0;10
WAE;20150112;4.8;0.0;3
WAE;20150113;11.4;0.0;80
WAE;20150114;7.5;15.0;1
WAE;20150115;8.7;0.0;56
WAE;20150116;7.5;0.0;12
WAE;20150117;1.1;14.7;0
WAE;20150118;1.3;0.0;37
WAE;20150119;1.8;0.0;5
WAE;20150120;2.2;0.2;0
WAE;20150121;1.4;0.0;0
WAE;20150122;1.5;0.0;0
WAE;20150123;1.0;0.0;0
WAE;20150124;2.5;0.2;2
WAE;20150125;1.2;0.5;8
WAE;20150126;-1.0;1.6;1
WAE;20150127;2.6;0.3;6
WAE;20150128;2.6;0.0;28
WAE;20150129;1.9;2.6;0
WAE;20150130;2.5;0.0;35
WAE;20150131;2.3;0.4;49
WAE;20150201;1.3;4.1;10
WAE;20150202;1.9;0.6;1
WAE;20150203;-0.1;0.0;34
WAE;20150204;-1.0;0.0;0
WAE;20150205;-2.1;0.0;0
WAE;20150206;-1.5;0.0;0
WAE;20150207;-2.0;0.0;0
WAE;20150208;-0.5;1.0;9
WAE;20150209;0.2;0.0;11
WAE;20150210;3.2;0.0;99
WAE;20150211;0.0;0.0;31
WAE;20150212;-1.0;0.0;12
WAE;20150213;1.9;0.0;37
WAE;20150214;6.2;0.0;55
WAE;20150215;1.6;0.0;13
WAE;20150216;2.5;0.0;36
WAE;20150217;1.1;0.0;0
WAE;20150218;1.0;0.0;0
WAE;20150219;3.7;0.0;64
WAE;20150220;9.1;0.0;100
WAE;20150221;5.8;0.2;6
WAE;20150222;4.2;0.4;25
WAE;20150223;1.3;7.5;5
WAE;20150224;4.4;0.0;0
WAE;20150225;6.9;0.0;63
WAE;20150226;7.0;0.0;100
WAE;20150227;2.6;13.7;0
WAE;20150228;5.0;0.0;12
WAE;20150301;7.2;3.1;3
WAE;20150302;8.8;5.5;1
WAE;20150303;10.0;0.0;62
WAE;20150304;5.6;0.8;10
WAE;20150305;5.0;0.0;16
WAE;20150306;7.2;0.0;100
WAE;20150307;9.3;0.0;98
WAE;20150308;12.0;0.0;92
WAE;20150309;14.6;0.0;94
WAE;20150310;14.1;0.0;72
WAE;20150311;10.3;0.0;35
WAE;20150312;10.0;0.0;99
WAE;20150313;9.5;0.0;93
WAE;20150314;8.4;0.0;81
WAE;20150315;7.6;0.0;31
WAE;20150316;12.4;0.0;36
WAE;20150317;14.6;0.0;35
WAE;20150318;16.9;0.0;95
WAE;20150319;15.7;0.0;89
WAE;20150320;14.4;0.0;89
WAE;20150321;8.9;6.1;0
WAE;20150322;7.4;0.0;0
WAE;20150323;11.8;0.0;67
WAE;20150324;15.8;0.0;82
WAE;20150325;11.3;0.2;0
WAE;20150326;6.7;0.1;0
WAE;20150327;10.6;0.7;17
WAE;20150328;12.9;0.0;73
WAE;20150329;12.9;0.5;3
WAE;20150330;10.9;9.4;1
WAE;20150331;16.5;7.0;14
WAE;20150401;5.6;8.6;13
WAE;20150402;8.2;14.9;0
WAE;20150403;10.3;0.0;67
WAE;20150404;6.5;22.9;0
WAE;20150405;7.6;0.0;24
WAE;20150406;7.4;0.0;40
WAE;20150407;10.0;0.0;99
WAE;20150408;15.6;0.0;95
WAE;20150409;18.5;0.0;99
WAE;20150410;20.9;0.0;95
WAE;20150411;15.6;0.2;31
WAE;20150412;19.0;0.0;90
WAE;20150413;20.3;0.0;90
WAE;20150414;19.9;0.0;98
WAE;20150415;22.8;0.0;99
WAE;20150416;21.1;0.0;32
WAE;20150417;14.4;5.9;0
WAE;20150418;12.3;0.1;25
WAE;20150419;16.1;0.0;100
WAE;20150420;18.0;0.0;100
WAE;20150421;19.8;0.0;100
WAE;20150422;22.4;0.0;100
WAE;20150423;17.6;0.0;100
WAE;20150424;20.6;0.0;98
WAE;20150425;18.3;0.0;7
WAE;20150426;19.3;0.0;51
WAE;20150427;20.3;0.0;41
WAE;20150428;8.4;7.1;0
WAE;20150429;14.0;0.0;51
WAE;20150430;16.1;0.0;61
WAE;20150501;14.3;26.6;1
